run,step,metric,value,stderr
FineVision,1000,ai2d_exact_match,0.2548575129533679,0.007843322436924496
FineVision,1000,average,0.27120689295763617,
FineVision,1000,average_rank,2.8,
FineVision,1000,chartqa_relaxed_overall,0.3308,0.009411906161401973
FineVision,1000,docvqa_val_anls,0.3528553494243383,0.005852289239342309
FineVision,1000,infovqa_val_anls,0.17320578642581314,0.006297063452679795
FineVision,1000,mme_total_score,977.4280712284914,
FineVision,1000,mmmu_val_mmmu_acc,0.25222,
FineVision,1000,mmstar_average,0.23215874078908072,
FineVision,1000,ocrbench_ocrbench_accuracy,0.286,
FineVision,1000,seedbench_seed_all,0.2563646470261256,
FineVision,1000,textvqa_val_exact_match,0.3024,0.00628900296642181
FineVision,2000,ai2d_exact_match,0.26295336787564766,0.007923526907377255
FineVision,2000,average,0.3202068275596269,
FineVision,2000,average_rank,2.6,
FineVision,2000,chartqa_relaxed_overall,0.4688,0.009982508912777261
FineVision,2000,docvqa_val_anls,0.4452261510942785,0.00614755494712251
FineVision,2000,infovqa_val_anls,0.1820547866557169,0.006217861455795791
FineVision,2000,mme_total_score,1049.3036214485794,
FineVision,2000,mmmu_val_mmmu_acc,0.24556,
FineVision,2000,mmstar_average,0.21305462434540698,
FineVision,2000,ocrbench_ocrbench_accuracy,0.395,
FineVision,2000,seedbench_seed_all,0.258532518065592,
FineVision,2000,textvqa_val_exact_match,0.41068000000000005,0.006697862330024289
FineVision,3000,ai2d_exact_match,0.25226683937823835,0.007816909588794397
FineVision,3000,average,0.3507423834414229,
FineVision,3000,average_rank,2.6,
FineVision,3000,chartqa_relaxed_overall,0.5028,0.010001843767601082
FineVision,3000,docvqa_val_anls,0.502653993831009,0.006267072346683124
FineVision,3000,infovqa_val_anls,0.21728617578189535,0.006796941784959762
FineVision,3000,mme_total_score,1170.2383953581434,
FineVision,3000,mmmu_val_mmmu_acc,0.27556,
FineVision,3000,mmstar_average,0.25432376938577683,
FineVision,3000,ocrbench_ocrbench_accuracy,0.436,
FineVision,3000,seedbench_seed_all,0.2792106725958866,
FineVision,3000,textvqa_val_exact_match,0.43658,0.006766885462882726
FineVision,4000,ai2d_exact_match,0.2645725388601036,0.007939149662089447
FineVision,4000,average,0.36961781722974835,
FineVision,4000,average_rank,2.7,
FineVision,4000,chartqa_relaxed_overall,0.5312,0.009982508912777261
FineVision,4000,docvqa_val_anls,0.5374434618615119,0.0062905728113059655
FineVision,4000,infovqa_val_anls,0.2287924838861707,0.006994568698639919
FineVision,4000,mme_total_score,1155.203781512605,
FineVision,4000,mmmu_val_mmmu_acc,0.25556,
FineVision,4000,mmstar_average,0.2575590188757354,
FineVision,4000,ocrbench_ocrbench_accuracy,0.453,
FineVision,4000,seedbench_seed_all,0.33913285158421347,
FineVision,4000,textvqa_val_exact_match,0.4593,0.006791695475025738
FineVision,5000,ai2d_exact_match,0.3125,0.008342439145556371
